Initialising...
Simulation: Reached termination time.
Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
600,10: [Host #77] energy is 22500,00 W*sec
Wear out cost Host #78 VM #503 Device #HDD_0_78 Cost 0.6996479999999999
Wear out cost Host #78 VM #504 Device #HDD_0_78 Cost 0.6996479999999999
Wear out cost Host #78 VM #505 Device #HDD_0_78 Cost 0.6996479999999999
Wear out cost Host #78 VM #506 Device #HDD_0_78 Cost 0.6996479999999999
Wear out cost Host #78 VM #507 Device #HDD_0_78 Cost 0.6996479999999999

600,10: [Host #78] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #78] energy is 22500,00 W*sec
Wear out cost Host #79 VM #508 Device #HDD_0_79 Cost 0.6996479999999999
Wear out cost Host #79 VM #509 Device #HDD_0_79 Cost 0.6996479999999999
Wear out cost Host #79 VM #510 Device #HDD_0_79 Cost 0.6996479999999999
Wear out cost Host #79 VM #511 Device #HDD_0_79 Cost 0.6996479999999999
Wear out cost Host #79 VM #512 Device #HDD_0_79 Cost 0.6996479999999999

600,10: [Host #79] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #79] energy is 22500,00 W*sec
Wear out cost Host #80 VM #513 Device #HDD_0_80 Cost 0.6996479999999999
Wear out cost Host #80 VM #514 Device #HDD_0_80 Cost 0.6996479999999999
Wear out cost Host #80 VM #515 Device #HDD_0_80 Cost 0.6996479999999999
Wear out cost Host #80 VM #516 Device #HDD_0_80 Cost 0.6996479999999999
Wear out cost Host #80 VM #517 Device #HDD_0_80 Cost 0.6996479999999999

600,10: [Host #80] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #80] energy is 22500,00 W*sec
Wear out cost Host #81 VM #518 Device #HDD_0_81 Cost 0.6996479999999999
Wear out cost Host #81 VM #519 Device #HDD_0_81 Cost 0.6996479999999999
Wear out cost Host #81 VM #520 Device #HDD_0_81 Cost 0.6996479999999999
Wear out cost Host #81 VM #521 Device #HDD_0_81 Cost 0.6996479999999999
Wear out cost Host #81 VM #522 Device #HDD_0_81 Cost 0.6996479999999999

600,10: [Host #81] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #81] energy is 22500,00 W*sec
Wear out cost Host #82 VM #523 Device #HDD_0_82 Cost 0.6996479999999999
Wear out cost Host #82 VM #524 Device #HDD_0_82 Cost 0.6996479999999999
Wear out cost Host #82 VM #525 Device #HDD_0_82 Cost 0.6996479999999999
Wear out cost Host #82 VM #526 Device #HDD_0_82 Cost 0.6996479999999999
Wear out cost Host #82 VM #527 Device #HDD_0_82 Cost 0.6996479999999999

600,10: [Host #82] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #82] energy is 22500,00 W*sec
Wear out cost Host #83 VM #528 Device #HDD_0_83 Cost 0.6996479999999999
Wear out cost Host #83 VM #529 Device #HDD_0_83 Cost 0.6996479999999999
Wear out cost Host #83 VM #530 Device #HDD_0_83 Cost 0.6996479999999999
Wear out cost Host #83 VM #531 Device #HDD_0_83 Cost 0.6996479999999999
Wear out cost Host #83 VM #532 Device #HDD_0_83 Cost 0.6996479999999999

600,10: [Host #83] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #83] energy is 22500,00 W*sec
Wear out cost Host #84 VM #533 Device #HDD_0_84 Cost 0.6996479999999999
Wear out cost Host #84 VM #534 Device #HDD_0_84 Cost 0.6996479999999999
Wear out cost Host #84 VM #535 Device #HDD_0_84 Cost 0.6996479999999999
Wear out cost Host #84 VM #536 Device #HDD_0_84 Cost 0.6996479999999999
Wear out cost Host #84 VM #537 Device #HDD_0_84 Cost 0.6996479999999999

600,10: [Host #84] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #84] energy is 22500,00 W*sec
Wear out cost Host #85 VM #538 Device #HDD_0_85 Cost 0.6996479999999999
Wear out cost Host #85 VM #539 Device #HDD_0_85 Cost 0.6996479999999999
Wear out cost Host #85 VM #540 Device #HDD_0_85 Cost 0.6996479999999999
Wear out cost Host #85 VM #541 Device #HDD_0_85 Cost 0.6996479999999999
Wear out cost Host #85 VM #542 Device #HDD_0_85 Cost 0.6996479999999999

600,10: [Host #85] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #85] energy is 22500,00 W*sec
Wear out cost Host #86 VM #543 Device #HDD_0_86 Cost 0.6996479999999999
Wear out cost Host #86 VM #544 Device #HDD_0_86 Cost 0.6996479999999999
Wear out cost Host #86 VM #545 Device #HDD_0_86 Cost 0.6996479999999999
Wear out cost Host #86 VM #546 Device #HDD_0_86 Cost 0.6996479999999999
Wear out cost Host #86 VM #547 Device #HDD_0_86 Cost 0.6996479999999999

600,10: [Host #86] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #86] energy is 22500,00 W*sec
Wear out cost Host #87 VM #548 Device #HDD_0_87 Cost 0.6996479999999999
Wear out cost Host #87 VM #549 Device #HDD_0_87 Cost 0.6996479999999999
Wear out cost Host #87 VM #550 Device #HDD_0_87 Cost 0.6996479999999999
Wear out cost Host #87 VM #551 Device #HDD_0_87 Cost 0.6996479999999999
Wear out cost Host #87 VM #552 Device #HDD_0_87 Cost 0.6996479999999999

600,10: [Host #87] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #87] energy is 22500,00 W*sec
Wear out cost Host #88 VM #553 Device #HDD_0_88 Cost 0.6996479999999999
Wear out cost Host #88 VM #554 Device #HDD_0_88 Cost 0.6996479999999999
Wear out cost Host #88 VM #555 Device #HDD_0_88 Cost 0.6996479999999999
Wear out cost Host #88 VM #556 Device #HDD_0_88 Cost 0.6996479999999999
Wear out cost Host #88 VM #557 Device #HDD_0_88 Cost 0.6996479999999999

600,10: [Host #88] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #88] energy is 22500,00 W*sec
Wear out cost Host #89 VM #558 Device #HDD_0_89 Cost 0.6996479999999999
Wear out cost Host #89 VM #559 Device #HDD_0_89 Cost 0.6996479999999999
Wear out cost Host #89 VM #560 Device #HDD_0_89 Cost 0.6996479999999999
Wear out cost Host #89 VM #561 Device #HDD_0_89 Cost 0.6996479999999999
Wear out cost Host #89 VM #562 Device #HDD_0_89 Cost 0.6996479999999999

600,10: [Host #89] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #89] energy is 22500,00 W*sec
Wear out cost Host #90 VM #563 Device #HDD_0_90 Cost 0.6996479999999999
Wear out cost Host #90 VM #564 Device #HDD_0_90 Cost 0.6996479999999999
Wear out cost Host #90 VM #565 Device #HDD_0_90 Cost 0.6996479999999999
Wear out cost Host #90 VM #566 Device #HDD_0_90 Cost 0.6996479999999999
Wear out cost Host #90 VM #567 Device #HDD_0_90 Cost 0.6996479999999999

600,10: [Host #90] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #90] energy is 22500,00 W*sec
Wear out cost Host #91 VM #568 Device #HDD_0_91 Cost 0.6996479999999999
Wear out cost Host #91 VM #569 Device #HDD_0_91 Cost 0.6996479999999999
Wear out cost Host #91 VM #570 Device #HDD_0_91 Cost 0.6996479999999999
Wear out cost Host #91 VM #571 Device #HDD_0_91 Cost 0.6996479999999999
Wear out cost Host #91 VM #572 Device #HDD_0_91 Cost 0.6996479999999999

600,10: [Host #91] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #91] energy is 22500,00 W*sec
Wear out cost Host #92 VM #573 Device #HDD_0_92 Cost 0.6996479999999999
Wear out cost Host #92 VM #574 Device #HDD_0_92 Cost 0.6996479999999999
Wear out cost Host #92 VM #575 Device #HDD_0_92 Cost 0.6996479999999999
Wear out cost Host #92 VM #576 Device #HDD_0_92 Cost 0.6996479999999999
Wear out cost Host #92 VM #577 Device #HDD_0_92 Cost 0.6996479999999999

600,10: [Host #92] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #92] energy is 22500,00 W*sec
Wear out cost Host #93 VM #578 Device #HDD_0_93 Cost 0.6996479999999999
Wear out cost Host #93 VM #579 Device #HDD_0_93 Cost 0.6996479999999999
Wear out cost Host #93 VM #580 Device #HDD_0_93 Cost 0.6996479999999999
Wear out cost Host #93 VM #581 Device #HDD_0_93 Cost 0.6996479999999999
Wear out cost Host #93 VM #582 Device #HDD_0_93 Cost 0.6996479999999999

600,10: [Host #93] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #93] energy is 22500,00 W*sec
Wear out cost Host #94 VM #583 Device #HDD_0_94 Cost 0.6996479999999999
Wear out cost Host #94 VM #584 Device #HDD_0_94 Cost 0.6996479999999999
Wear out cost Host #94 VM #585 Device #HDD_0_94 Cost 0.6996479999999999
Wear out cost Host #94 VM #586 Device #HDD_0_94 Cost 0.6996479999999999
Wear out cost Host #94 VM #587 Device #HDD_0_94 Cost 0.6996479999999999

600,10: [Host #94] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #94] energy is 22500,00 W*sec
Wear out cost Host #95 VM #588 Device #HDD_0_95 Cost 0.6996479999999999
Wear out cost Host #95 VM #589 Device #HDD_0_95 Cost 0.6996479999999999
Wear out cost Host #95 VM #590 Device #HDD_0_95 Cost 0.6996479999999999
Wear out cost Host #95 VM #591 Device #HDD_0_95 Cost 0.6996479999999999
Wear out cost Host #95 VM #592 Device #HDD_0_95 Cost 0.6996479999999999

600,10: [Host #95] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #95] energy is 22500,00 W*sec
Wear out cost Host #96 VM #593 Device #HDD_0_96 Cost 0.6996479999999999
Wear out cost Host #96 VM #594 Device #HDD_0_96 Cost 0.6996479999999999
Wear out cost Host #96 VM #595 Device #HDD_0_96 Cost 0.6996479999999999
Wear out cost Host #96 VM #596 Device #HDD_0_96 Cost 0.6996479999999999
Wear out cost Host #96 VM #597 Device #HDD_0_96 Cost 0.6996479999999999

600,10: [Host #96] utilization at 300,10 was 62,50%, now is 62,50%
600,10: [Host #96] energy is 22500,00 W*sec
Wear out cost Host #97 VM #598 Device #HDD_0_97 Cost 0.6996479999999999
Wear out cost Host #97 VM #599 Device #HDD_0_97 Cost 0.6996479999999999

600,10: [Host #97] utilization at 300,10 was 25,00%, now is 25,00%
600,10: [Host #97] energy is 18000,00 W*sec

600,10: [Host #98] utilization at 300,10 was 0,00%, now is 0,00%
600,10: [Host #98] energy is 0,00 W*sec

600,10: [Host #99] utilization at 300,10 was 0,00%, now is 0,00%
600,10: [Host #99] energy is 0,00 W*sec

600,10: Data center's energy is 2370000,00 W*sec


Hamza: optimizeAllocation
Over-utilized hosts:

Reallocation of VMs from the over-utilized hosts:

Under-utilized host: host #97

Reallocation of VMs from the under-utilized host: 598 599 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #96

Reallocation of VMs from the under-utilized host: 593 594 595 596 597 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #95

Reallocation of VMs from the under-utilized host: 588 589 590 591 592 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #94

Reallocation of VMs from the under-utilized host: 583 584 585 586 587 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #93

Reallocation of VMs from the under-utilized host: 578 579 580 581 582 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #92

Reallocation of VMs from the under-utilized host: 573 574 575 576 577 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #91

Reallocation of VMs from the under-utilized host: 568 569 570 571 572 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #90

Reallocation of VMs from the under-utilized host: 563 564 565 566 567 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #89

Reallocation of VMs from the under-utilized host: 558 559 560 561 562 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #88

Reallocation of VMs from the under-utilized host: 553 554 555 556 557 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #87

Reallocation of VMs from the under-utilized host: 548 549 550 551 552 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #86

Reallocation of VMs from the under-utilized host: 543 544 545 546 547 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #85

Reallocation of VMs from the under-utilized host: 538 539 540 541 542 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #84

Reallocation of VMs from the under-utilized host: 533 534 535 536 537 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #83

Reallocation of VMs from the under-utilized host: 528 529 530 531 532 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #82

Reallocation of VMs from the under-utilized host: 523 524 525 526 527 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #81

Reallocation of VMs from the under-utilized host: 518 519 520 521 522 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #80

Reallocation of VMs from the under-utilized host: 513 514 515 516 517 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #79

Reallocation of VMs from the under-utilized host: 508 509 510 511 512 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #78

Reallocation of VMs from the under-utilized host: 503 504 505 506 507 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #77

Reallocation of VMs from the under-utilized host: 498 499 500 501 502 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #76

Reallocation of VMs from the under-utilized host: 493 494 495 496 497 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #75

Reallocation of VMs from the under-utilized host: 488 489 490 491 492 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #74

Reallocation of VMs from the under-utilized host: 483 484 485 486 487 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #73

Reallocation of VMs from the under-utilized host: 478 479 480 481 482 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #72

Reallocation of VMs from the under-utilized host: 473 474 475 476 477 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #71

Reallocation of VMs from the under-utilized host: 468 469 470 471 472 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #70

Reallocation of VMs from the under-utilized host: 463 464 465 466 467 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #69

Reallocation of VMs from the under-utilized host: 458 459 460 461 462 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #68

Reallocation of VMs from the under-utilized host: 453 454 455 456 457 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #67

Reallocation of VMs from the under-utilized host: 448 449 450 451 452 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #66

Reallocation of VMs from the under-utilized host: 443 444 445 446 447 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #65

Reallocation of VMs from the under-utilized host: 438 439 440 441 442 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #64

Reallocation of VMs from the under-utilized host: 433 434 435 436 437 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #63

Reallocation of VMs from the under-utilized host: 428 429 430 431 432 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #62

Reallocation of VMs from the under-utilized host: 423 424 425 426 427 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #61

Reallocation of VMs from the under-utilized host: 418 419 420 421 422 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #60

Reallocation of VMs from the under-utilized host: 413 414 415 416 417 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #59

Reallocation of VMs from the under-utilized host: 408 409 410 411 412 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #58

Reallocation of VMs from the under-utilized host: 403 404 405 406 407 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #57

Reallocation of VMs from the under-utilized host: 398 399 400 401 402 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #56

Reallocation of VMs from the under-utilized host: 393 394 395 396 397 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #55

Reallocation of VMs from the under-utilized host: 388 389 390 391 392 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #54

Reallocation of VMs from the under-utilized host: 383 384 385 386 387 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #53

Reallocation of VMs from the under-utilized host: 378 379 380 381 382 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #52

Reallocation of VMs from the under-utilized host: 373 374 375 376 377 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #51

Reallocation of VMs from the under-utilized host: 368 369 370 371 372 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #50

Reallocation of VMs from the under-utilized host: 363 364 365 366 367 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #49

Reallocation of VMs from the under-utilized host: 358 359 360 361 362 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #48

Reallocation of VMs from the under-utilized host: 353 354 355 356 357 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #47

Reallocation of VMs from the under-utilized host: 348 349 350 351 352 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #46

Reallocation of VMs from the under-utilized host: 343 344 345 346 347 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #45

Reallocation of VMs from the under-utilized host: 338 339 340 341 342 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #44

Reallocation of VMs from the under-utilized host: 333 334 335 336 337 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #43

Reallocation of VMs from the under-utilized host: 328 329 330 331 332 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #42

Reallocation of VMs from the under-utilized host: 323 324 325 326 327 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #41

Reallocation of VMs from the under-utilized host: 318 319 320 321 322 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #40

Reallocation of VMs from the under-utilized host: 313 314 315 316 317 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #39

Reallocation of VMs from the under-utilized host: 308 309 310 311 312 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #38

Reallocation of VMs from the under-utilized host: 303 304 305 306 307 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #37

Reallocation of VMs from the under-utilized host: 296 297 298 299 300 301 302 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #36

Reallocation of VMs from the under-utilized host: 288 289 290 291 292 293 294 295 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #35

Reallocation of VMs from the under-utilized host: 280 281 282 283 284 285 286 287 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #34

Reallocation of VMs from the under-utilized host: 272 273 274 275 276 277 278 279 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #33

Reallocation of VMs from the under-utilized host: 264 265 266 267 268 269 270 271 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #32

Reallocation of VMs from the under-utilized host: 256 257 258 259 260 261 262 263 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #31

Reallocation of VMs from the under-utilized host: 248 249 250 251 252 253 254 255 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #30

Reallocation of VMs from the under-utilized host: 240 241 242 243 244 245 246 247 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #29

Reallocation of VMs from the under-utilized host: 232 233 234 235 236 237 238 239 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #28

Reallocation of VMs from the under-utilized host: 224 225 226 227 228 229 230 231 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #27

Reallocation of VMs from the under-utilized host: 216 217 218 219 220 221 222 223 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #26

Reallocation of VMs from the under-utilized host: 208 209 210 211 212 213 214 215 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #25

Reallocation of VMs from the under-utilized host: 200 201 202 203 204 205 206 207 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #24

Reallocation of VMs from the under-utilized host: 192 193 194 195 196 197 198 199 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #23

Reallocation of VMs from the under-utilized host: 184 185 186 187 188 189 190 191 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #22

Reallocation of VMs from the under-utilized host: 176 177 178 179 180 181 182 183 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #21

Reallocation of VMs from the under-utilized host: 168 169 170 171 172 173 174 175 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #20

Reallocation of VMs from the under-utilized host: 160 161 162 163 164 165 166 167 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #19

Reallocation of VMs from the under-utilized host: 152 153 154 155 156 157 158 159 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #18

Reallocation of VMs from the under-utilized host: 144 145 146 147 148 149 150 151 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #17

Reallocation of VMs from the under-utilized host: 136 137 138 139 140 141 142 143 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #16

Reallocation of VMs from the under-utilized host: 128 129 130 131 132 133 134 135 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #15

Reallocation of VMs from the under-utilized host: 120 121 122 123 124 125 126 127 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #14

Reallocation of VMs from the under-utilized host: 112 113 114 115 116 117 118 119 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #13

Reallocation of VMs from the under-utilized host: 104 105 106 107 108 109 110 111 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #12

Reallocation of VMs from the under-utilized host: 96 97 98 99 100 101 102 103 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #11

Reallocation of VMs from the under-utilized host: 88 89 90 91 92 93 94 95 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #10

Reallocation of VMs from the under-utilized host: 80 81 82 83 84 85 86 87 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #9

Reallocation of VMs from the under-utilized host: 72 73 74 75 76 77 78 79 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #8

Reallocation of VMs from the under-utilized host: 64 65 66 67 68 69 70 71 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #7

Reallocation of VMs from the under-utilized host: 56 57 58 59 60 61 62 63 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #6

Reallocation of VMs from the under-utilized host: 48 49 50 51 52 53 54 55 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #5

Reallocation of VMs from the under-utilized host: 40 41 42 43 44 45 46 47 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #4

Reallocation of VMs from the under-utilized host: 32 33 34 35 36 37 38 39 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #3

Reallocation of VMs from the under-utilized host: 24 25 26 27 28 29 30 31 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #2

Reallocation of VMs from the under-utilized host: 16 17 18 19 20 21 22 23 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #1

Reallocation of VMs from the under-utilized host: 8 9 10 11 12 13 14 15 
Not all VMs can be reallocated from the host, reallocation cancelled

Under-utilized host: host #0

Reallocation of VMs from the under-utilized host: 0 1 2 3 4 5 6 7 
Not all VMs can be reallocated from the host, reallocation cancelled

600.1: Broker: Cloudlet 0 received
600.1: Broker: Cloudlet 1 received
600.1: Broker: Cloudlet 2 received
600.1: Broker: Cloudlet 3 received
600.1: Broker: Cloudlet 4 received
600.1: Broker: Cloudlet 5 received
600.1: Broker: Cloudlet 6 received
600.1: Broker: Cloudlet 7 received
600.1: Broker: Cloudlet 8 received
600.1: Broker: Cloudlet 9 received
600.1: Broker: Cloudlet 10 received
600.1: Broker: Cloudlet 11 received
600.1: Broker: Cloudlet 12 received
600.1: Broker: Cloudlet 13 received
600.1: Broker: Cloudlet 14 received
600.1: Broker: Cloudlet 15 received
600.1: Broker: Cloudlet 16 received
600.1: Broker: Cloudlet 17 received
600.1: Broker: Cloudlet 18 received
600.1: Broker: Cloudlet 19 received
600.1: Broker: Cloudlet 20 received
600.1: Broker: Cloudlet 21 received
600.1: Broker: Cloudlet 22 received
600.1: Broker: Cloudlet 23 received
600.1: Broker: Cloudlet 24 received
600.1: Broker: Cloudlet 25 received
600.1: Broker: Cloudlet 26 received
600.1: Broker: Cloudlet 27 received
600.1: Broker: Cloudlet 28 received
600.1: Broker: Cloudlet 29 received
600.1: Broker: Cloudlet 30 received
600.1: Broker: Cloudlet 31 received
600.1: Broker: Cloudlet 32 received
600.1: Broker: Cloudlet 33 received
600.1: Broker: Cloudlet 34 received
600.1: Broker: Cloudlet 35 received
600.1: Broker: Cloudlet 36 received
600.1: Broker: Cloudlet 37 received
600.1: Broker: Cloudlet 38 received
600.1: Broker: Cloudlet 39 received
600.1: Broker: Cloudlet 40 received
600.1: Broker: Cloudlet 41 received
600.1: Broker: Cloudlet 42 received
600.1: Broker: Cloudlet 43 received
600.1: Broker: Cloudlet 44 received
600.1: Broker: Cloudlet 45 received
600.1: Broker: Cloudlet 46 received
600.1: Broker: Cloudlet 47 received
600.1: Broker: Cloudlet 48 received
600.1: Broker: Cloudlet 49 received
600.1: Broker: Cloudlet 50 received
600.1: Broker: Cloudlet 51 received
600.1: Broker: Cloudlet 52 received
600.1: Broker: Cloudlet 53 received
600.1: Broker: Cloudlet 54 received
600.1: Broker: Cloudlet 55 received
600.1: Broker: Cloudlet 56 received
600.1: Broker: Cloudlet 57 received
600.1: Broker: Cloudlet 58 received
600.1: Broker: Cloudlet 59 received
600.1: Broker: Cloudlet 60 received
600.1: Broker: Cloudlet 61 received
600.1: Broker: Cloudlet 62 received
600.1: Broker: Cloudlet 63 received
600.1: Broker: Cloudlet 64 received
600.1: Broker: Cloudlet 65 received
600.1: Broker: Cloudlet 66 received
600.1: Broker: Cloudlet 67 received
600.1: Broker: Cloudlet 68 received
600.1: Broker: Cloudlet 69 received
600.1: Broker: Cloudlet 70 received
600.1: Broker: Cloudlet 71 received
600.1: Broker: Cloudlet 72 received
600.1: Broker: Cloudlet 73 received
600.1: Broker: Cloudlet 74 received
600.1: Broker: Cloudlet 75 received
600.1: Broker: Cloudlet 76 received
600.1: Broker: Cloudlet 77 received
600.1: Broker: Cloudlet 78 received
600.1: Broker: Cloudlet 79 received
600.1: Broker: Cloudlet 80 received
600.1: Broker: Cloudlet 81 received
600.1: Broker: Cloudlet 82 received
600.1: Broker: Cloudlet 83 received
600.1: Broker: Cloudlet 84 received
600.1: Broker: Cloudlet 85 received
600.1: Broker: Cloudlet 86 received
